Tipo de información,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles
Fecha,cetes_28,cetes_91,cetes_182,cetes_364,bonos_0_3,bonos_3_5,bonos_5_7,bonos_7_10,bonos_10_20,bonos_20_30,udibonos_3y,udibonos_10y,udibonos_20y,udibonos_30y
22/03/2004,6.376946,6.253102,6.373664,6.531021,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
23/03/2004,6.224639,6.128431,6.223784,6.361528,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
24/03/2004,6.193426,6.106806,6.222703,6.360409,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
25/03/2004,6.078661,5.999643,6.073194,6.23625,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
26/03/2004,5.996851,5.99863,6.040389,6.123593,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
29/03/2004,6.003986,6.005939,6.069089,6.18733,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
30/03/2004,6.05332,6.046092,6.110388,6.186264,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
31/03/2004,5.971696,5.942212,5.993058,6.085017,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
01/04/2004,5.927214,5.927494,5.996428,6.050646,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
02/04/2004,5.936313,5.947125,6.00604,6.060735,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
05/04/2004,5.963616,5.892725,5.93944,6.046578,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
06/04/2004,5.962628,5.891755,5.949055,6.03447,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
07/04/2004,5.847373,5.856373,5.937492,6.033467,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
12/04/2004,5.84267,5.841311,5.932598,6.017338,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
13/04/2004,5.912318,5.963785,6.058513,6.14924,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
14/04/2004,6.032191,6.096521,6.184484,6.259121,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
15/04/2004,6.028175,6.040865,6.145158,6.229079,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
16/04/2004,5.936313,5.905931,6.059121,6.126438,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
19/04/2004,5.84267,5.800164,5.950048,6.055785,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
20/04/2004,5.922254,5.891755,6.097484,6.178592,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
21/04/2004,5.931477,5.921658,6.09644,6.188801,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
22/04/2004,5.917093,5.979015,6.127219,6.244093,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
23/04/2004,5.754731,5.875041,6.041412,6.175412,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
26/04/2004,5.520291,5.779614,5.974892,6.093562,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
27/04/2004,5.962628,5.984327,6.408219,6.520848,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
28/04/2004,6.102748,6.271526,6.55574,6.655574,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
29/04/2004,6.119027,6.350322,6.592633,6.677016,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
30/04/2004,6.259246,6.473084,6.666186,6.72114,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
03/05/2004,6.376946,6.737959,6.993753,7.047012,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
04/05/2004,6.456594,7.015627,7.238779,7.308367,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
05/05/2004,6.61661,7.034948,7.398256,7.524761,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
06/05/2004,6.472434,6.939617,7.375264,7.419919,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
07/05/2004,6.592435,7.124682,7.459594,7.625033,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
10/05/2004,6.790653,7.296429,7.658845,7.792751,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
11/05/2004,6.829601,7.439931,7.710902,8.056562,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
12/05/2004,6.788024,7.396981,7.698517,7.985415,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
13/05/2004,6.88672,7.499506,7.79559,8.02984,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
14/05/2004,6.784346,7.103964,7.513497,7.797514,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
17/05/2004,6.7401,7.08943,7.45504,7.723554,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
18/05/2004,6.547343,6.963962,7.20661,7.538658,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
19/05/2004,6.505763,6.807675,7.140879,7.49138,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
20/05/2004,6.543087,6.939617,7.225163,7.546938,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
21/05/2004,6.592435,6.990054,7.298703,7.613922,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
24/05/2004,6.558501,6.97563,7.315679,7.597676,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
25/05/2004,6.395995,6.819291,7.153774,7.470651,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
26/05/2004,6.404991,6.910979,7.259228,7.662961,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
27/05/2004,6.421917,6.970709,7.299806,7.695596,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
28/05/2004,6.440965,6.948648,7.298338,7.614067,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
31/05/2004,6.447596,6.944613,7.293895,7.643425,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
01/06/2004,6.527141,7.150082,7.614798,7.892922,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
02/06/2004,6.596485,7.345206,7.720825,8.097339,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
03/06/2004,6.593613,7.416471,7.794546,8.187323,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
04/06/2004,6.592435,7.425327,7.846719,8.265861,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
07/06/2004,6.588765,7.368946,7.820076,8.23723,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
08/06/2004,6.557287,7.253558,7.689432,8.120755,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
09/06/2004,6.525886,7.148653,7.623394,8.038888,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
10/06/2004,6.533086,7.229745,7.687599,8.209166,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
11/06/2004,6.531843,7.217938,7.729128,8.265944,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
14/06/2004,6.598903,7.431111,7.907534,8.389334,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
15/06/2004,6.506939,7.357083,7.959786,8.516699,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
16/06/2004,6.465518,7.221058,7.76392,8.291603,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
17/06/2004,6.492564,7.249033,7.708423,8.277989,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
18/06/2004,6.491451,7.247564,7.739052,8.287792,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
21/06/2004,6.387081,7.119037,7.540759,8.095349,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
22/06/2004,6.557287,7.210719,7.517725,8.10517,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
23/06/2004,6.525886,7.209251,7.526879,8.149937,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
24/06/2004,6.512825,7.188278,7.49352,8.078249,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
25/06/2004,6.491451,7.166124,7.578144,8.088066,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
28/06/2004,6.609042,7.33787,7.691808,8.245456,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
29/06/2004,6.728873,7.429568,8.057013,8.441832,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
30/06/2004,6.707344,7.355551,7.871713,8.241674,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
01/07/2004,6.724949,7.229745,7.773008,8.146815,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
02/07/2004,6.733838,7.093606,7.58848,8.040601,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
05/07/2004,6.699842,7.08943,7.626627,8.046793,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
06/07/2004,6.65815,7.057002,7.63575,8.218767,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
07/07/2004,6.636736,7.055609,7.559034,8.147349,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
08/07/2004,6.644144,7.084629,7.644444,8.203428,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
09/07/2004,6.642932,7.052179,7.642809,8.120518,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
12/07/2004,6.669574,7.08943,7.637951,8.045751,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
13/07/2004,6.65815,7.057002,7.561005,7.96328,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
14/07/2004,6.646964,7.086605,7.613186,8.019108,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
15/07/2004,6.694678,7.136447,7.665365,8.098009,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
16/07/2004,6.693434,7.083249,7.577741,8.004026,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
19/07/2004,6.649295,7.07907,7.56222,7.998687,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
20/07/2004,6.678356,7.243204,7.700166,8.111936,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
21/07/2004,6.727472,7.417677,7.848917,8.317617,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
22/07/2004,6.694678,7.416471,7.849606,8.269539,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
23/07/2004,6.895477,7.46683,7.945188,8.371486,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
26/07/2004,6.962165,7.565837,8.091257,8.492641,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
27/07/2004,7.061734,7.574612,8.143505,8.54843,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
28/07/2004,6.999742,7.500524,8.033596,8.500184,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
29/07/2004,7.088827,7.447636,7.869982,8.428964,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
30/07/2004,7.097582,7.414952,7.879043,8.380918,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
02/08/2004,7.113576,7.400026,7.895399,8.421081,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
03/08/2004,7.112118,7.37776,7.915199,8.419105,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
04/08/2004,7.181305,7.438375,7.956487,8.474648,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
05/08/2004,7.220264,7.499506,8.022705,8.574009,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
06/08/2004,7.208765,7.37346,7.912755,8.418742,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
09/08/2004,7.154008,7.420735,7.875154,8.377588,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
10/08/2004,7.182882,7.481346,7.916595,8.410865,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
11/08/2004,7.21168,7.552293,7.990413,8.491165,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
12/08/2004,7.240547,7.520291,7.934688,8.465662,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
13/08/2004,7.178441,7.46683,7.846719,8.358071,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
16/08/2004,7.174149,7.410359,7.820076,8.328854,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
17/08/2004,7.10201,7.367443,7.753879,8.221774,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
18/08/2004,7.08045,7.428025,7.795182,8.289943,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
19/08/2004,7.097582,7.582617,7.914497,8.334756,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
20/08/2004,7.217489,7.632927,7.956008,8.473178,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
23/08/2004,7.213053,7.648834,8.004754,8.572542,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
24/08/2004,7.23182,7.688669,8.046198,8.547082,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
25/08/2004,7.270649,7.676676,8.066011,8.521665,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
26/08/2004,7.301271,7.738455,8.096612,8.496268,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
27/08/2004,7.360409,7.716026,8.094789,8.470914,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
30/08/2004,7.325602,7.762955,8.12168,8.523257,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
31/08/2004,7.243383,7.647214,7.947473,8.486262,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
01/09/2004,7.262031,7.655955,7.956487,8.472604,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
02/09/2004,7.280986,7.676122,7.990241,8.517207,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
03/09/2004,7.289637,7.664085,8.031738,8.585124,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
06/09/2004,7.285161,7.669567,8.015574,8.578987,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
07/09/2004,7.283668,7.709421,7.895018,8.646816,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
08/09/2004,7.262031,7.728487,7.968818,8.598164,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
09/09/2004,7.270843,7.676122,7.945472,8.584489,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
10/09/2004,7.289637,7.705637,7.965294,8.582431,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
13/09/2004,7.25487,7.669567,7.938464,8.506687,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
14/09/2004,7.152554,7.636841,7.893665,8.551059,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
15/09/2004,7.191393,7.667358,7.959526,8.537433,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
17/09/2004,7.239091,7.632927,7.945188,8.498664,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
20/09/2004,7.275165,7.690302,7.950737,8.504207,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
21/09/2004,7.273715,7.709421,8.035384,8.432912,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
22/09/2004,7.39329,7.687037,8.022793,8.373296,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
23/09/2004,7.321427,7.728092,8.042603,8.371344,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
24/09/2004,7.592995,7.871928,8.148777,8.496178,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
27/09/2004,7.598295,7.887536,8.175625,8.524738,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
28/09/2004,7.596692,7.927353,8.173772,8.511195,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
29/09/2004,7.595089,7.956734,8.204262,8.486165,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
30/09/2004,7.635029,7.977688,8.250344,8.644902,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
01/10/2004,7.633453,7.975929,8.259305,8.654647,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
04/10/2004,7.658907,8.001786,8.264456,8.672028,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
05/10/2004,7.627037,8.000032,8.284224,8.599162,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
06/10/2004,7.635389,8.018989,8.282321,8.620681,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
07/10/2004,7.655325,8.060955,8.302058,8.642189,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
08/10/2004,7.643568,8.02795,8.181192,8.475412,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
11/10/2004,7.648754,7.949855,8.154044,8.387388,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
12/10/2004,7.687573,8.010423,8.21693,8.397143,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
13/10/2004,7.645629,7.977484,8.139562,8.371776,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
14/10/2004,7.614863,8.029736,8.217787,8.346453,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
15/10/2004,7.694145,8.059169,8.248453,8.426353,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
18/10/2004,7.729678,8.136921,8.296955,8.490589,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
19/10/2004,7.728038,8.12467,8.284224,8.488594,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
20/10/2004,7.71616,8.164409,8.368963,8.498281,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
21/10/2004,7.716088,8.081798,8.323702,8.461229,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
22/10/2004,7.815545,8.132031,8.397546,8.470914,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
25/10/2004,7.871087,8.199313,8.478213,8.569958,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
26/10/2004,7.95016,8.239022,8.530308,8.661379,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
27/10/2004,7.94844,8.257933,8.593209,8.717765,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
28/10/2004,7.99942,8.279746,8.565519,8.750743,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
29/10/2004,8.007807,8.29867,8.585243,8.690174,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
01/11/2004,7.972197,8.292935,8.58997,8.707216,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
02/11/2004,8.000758,8.363843,8.631384,8.728445,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
03/11/2004,7.998837,8.341104,8.651045,8.726334,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
04/11/2004,8.019728,8.373575,8.648957,8.735873,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
05/11/2004,8.028048,8.455019,8.712031,8.757068,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
08/11/2004,8.133818,8.501121,8.749089,8.797273,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
09/11/2004,8.11177,8.592821,8.790354,8.865038,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
10/11/2004,8.059482,8.663656,8.809885,8.886168,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
11/11/2004,8.191849,8.655322,8.794361,8.872318,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
12/11/2004,8.19,8.538454,8.759512,8.800311,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
15/11/2004,8.174305,8.51155,8.774889,8.828713,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
16/11/2004,8.202711,8.530356,8.827166,8.849781,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
17/11/2004,8.190868,8.517943,8.781475,8.824385,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
18/11/2004,8.202006,8.54047,8.801094,8.845434,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
19/11/2004,8.230494,8.590618,8.885922,8.92453,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
22/11/2004,8.275455,8.605312,8.879347,8.9295,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
23/11/2004,8.293662,8.749128,8.953178,9.031739,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
24/11/2004,8.261445,8.767809,8.91837,9.029471,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
25/11/2004,8.353987,8.780655,8.914427,9.07228,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
26/11/2004,8.351991,8.74719,8.89039,9.034271,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
29/11/2004,8.336121,8.730392,8.905601,8.991826,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
30/11/2004,8.354407,8.707424,8.838061,8.977707,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
01/12/2004,8.312026,8.684518,8.792355,8.928026,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
02/12/2004,8.343828,8.686638,8.779353,8.902122,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
03/12/2004,8.341866,8.653232,8.733738,8.864418,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
06/12/2004,8.376467,8.584487,8.640658,8.716309,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
07/12/2004,8.334158,8.676194,8.681915,8.749543,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
08/12/2004,8.342277,8.694927,8.734003,8.841723,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
09/12/2004,8.343828,8.697091,8.728914,8.827765,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
10/12/2004,8.534278,8.809852,8.868555,8.943568,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
13/12/2004,8.538327,8.803404,8.85112,8.92511,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
14/12/2004,8.576706,8.780369,8.718346,8.840482,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
15/12/2004,8.635257,8.757396,8.67278,8.732565,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
16/12/2004,8.556554,8.759782,8.746728,8.777395,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
17/12/2004,8.61531,8.74719,8.733738,8.775256,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
20/12/2004,8.659707,8.67828,8.69486,8.698569,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
21/12/2004,8.607089,8.624082,8.584428,8.579592,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
22/12/2004,8.62517,8.622026,8.560752,8.530885,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
23/12/2004,8.617402,8.632359,8.543754,8.505559,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
24/12/2004,8.61531,8.630299,8.541727,8.515188,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
27/12/2004,8.619194,8.696999,8.58997,8.532424,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
28/12/2004,8.617217,8.799096,8.653112,8.646816,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
29/12/2004,8.574735,8.765679,8.629315,8.516759,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
30/12/2004,8.556554,8.770197,8.627247,8.526357,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
31/12/2004,8.554535,8.757632,8.62518,8.524341,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
03/01/2005,8.599014,8.772116,8.629821,8.529887,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
04/01/2005,8.586833,8.696999,8.595273,8.527866,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
05/01/2005,8.584822,8.705338,8.582396,8.525847,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
06/01/2005,8.556554,8.655322,8.489351,8.465944,8,8,8,9.5,8,N/E,N/E,3.5,N/E,N/E
07/01/2005,8.564664,8.653232,8.487352,8.452385,8,8,8,9.5,8,N/E,N/E,3.5,N/E,N/E
10/01/2005,8.619194,8.667842,8.503078,8.446436,8,8,8,9.5,8,N/E,N/E,3.5,N/E,N/E
11/01/2005,8.607089,8.665771,8.522764,8.455995,8,8,8,9.5,8,N/E,N/E,3.5,N/E,N/E
12/01/2005,8.604995,8.684518,8.54246,8.569515,8,8,8,9.5,8,N/E,N/E,3.5,N/E,N/E
13/01/2005,8.597075,8.676185,8.551274,8.602151,8,9,8,9.5,8,N/E,N/E,4.5,N/E,N/E
14/01/2005,8.595051,8.674108,8.549256,8.588546,8,9,8,9.5,8,N/E,N/E,4.5,N/E,N/E
17/01/2005,8.599014,8.709554,8.553991,8.582395,8,9,8,9.5,8,N/E,N/E,4.5,N/E,N/E
18/01/2005,8.627345,8.749128,8.616922,8.580355,8,9,8,9.5,8,N/E,N/E,4.5,N/E,N/E
19/01/2005,8.635257,8.715748,8.582396,8.578303,8,9,8,9.5,8,N/E,N/E,4.5,N/E,N/E
20/01/2005,8.657926,8.749325,8.619962,8.59763,8,9,8,9.5,10,N/E,N/E,4.5,N/E,N/E
21/01/2005,8.63557,8.757632,8.67233,8.59558,8,9,8,9.5,10,N/E,N/E,4.5,N/E,N/E
24/01/2005,8.639526,8.740833,8.676955,8.613012,8,9,8,9.5,10,N/E,N/E,4.5,N/E,N/E
25/01/2005,8.627345,8.84295,8.761865,8.646338,8,9,8,9.5,10,N/E,N/E,4.5,N/E,N/E
26/01/2005,8.635257,8.861594,8.803236,8.833279,8,9,8,9.5,10,N/E,N/E,4.5,N/E,N/E
27/01/2005,8.66809,8.895644,8.888124,8.878444,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
28/01/2005,8.75714,9.050236,8.962084,8.982847,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
31/01/2005,9.023963,9.126953,9.118557,9.142107,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
01/02/2005,9.021649,9.208201,9.214202,9.139793,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
02/02/2005,9.059866,9.226707,9.233611,9.184933,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
03/02/2005,9.114168,9.219997,9.198771,9.182586,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
04/02/2005,9.152396,9.217627,9.207366,9.203977,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
07/02/2005,9.145421,9.220988,9.211257,9.196919,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
08/02/2005,9.132964,9.270864,9.241667,9.194573,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
09/02/2005,9.130683,9.25806,9.217457,9.168554,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
10/02/2005,9.144552,9.230478,9.160521,9.09533,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
11/02/2005,9.142259,9.228094,9.169114,9.104836,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
14/02/2005,9.175789,9.241919,9.183886,9.133309,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
15/02/2005,9.143099,9.281317,9.225086,9.213566,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
16/02/2005,9.140777,9.331131,9.24451,9.258425,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
17/02/2005,9.154724,9.345681,9.264517,9.291458,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
18/02/2005,9.162534,9.364206,9.284037,9.324486,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
21/02/2005,9.155594,9.356905,9.276852,9.34083,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
22/02/2005,9.183639,9.459008,9.416688,9.397387,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
23/02/2005,9.181153,9.46699,9.447063,9.453953,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
24/02/2005,9.253782,9.492431,9.477408,9.475078,9,9,9,9.5,10,N/E,N/E,4.5,N/E,N/E
